artist,album,score,reviewer,url
Belong,Colorloss Record EP,8.4,Mark Richardson,http://pitchfork.com/reviews/albums/11176-colorloss-record-ep/
The Whigs,Mission Control,7,Joshua Klein,http://pitchfork.com/reviews/albums/11142-mission-control/
Steve Aoki,Pillowface and His Airplane Chronicles,2.5,David Raposa,http://pitchfork.com/reviews/albums/11167-pillowface-and-his-airplane-chronicles/
Los Campesinos!,"Hold on Now, Youngster...",8.4,Marc Hogan,http://pitchfork.com/reviews/albums/11179-hold-on-now-youngster/
The Dillinger Escape Plan,Ire Works,8,Cosmo Lee,http://pitchfork.com/reviews/albums/11156-ire-works/
Afrirampo,Suuto Breakor,7.5,Mike Orme,http://pitchfork.com/reviews/albums/11133-suuto-breakor/
60 Watt Kid,60 Watt Kid,6.9,Stuart Berman,http://pitchfork.com/reviews/albums/11131-60-watt-kid/
Hayden,In Field & Town,5.1,Robbie Mackey,http://pitchfork.com/reviews/albums/11138-in-field-town/
The Raveonettes,Lust Lust Lust,7.4,Stephen M. Deusner,http://pitchfork.com/reviews/albums/11184-lust-lust-lust/
American Music Club,The Golden Age,7.7,Brian Howe,http://pitchfork.com/reviews/albums/11185-the-golden-age/
Mike Tamburo and the Universal Orchestra of Pituitary Knowledge,Ghosts of Marumbey,8.5,Grayson Currin,http://pitchfork.com/reviews/albums/10130-ghosts-of-marumbey/
Robert Gomez,Brand New Towns,7.2,Joshua Klein,http://pitchfork.com/reviews/albums/10140-brand-new-towns/
All Smiles,Ten Readings of A Warning,6.8,Liz Colville,http://pitchfork.com/reviews/albums/10149-ten-readings-of-a-warning/
Dinosaur Jr.,Beyond,8.4,Zach Baron,http://pitchfork.com/reviews/albums/10127-beyond/
The Wedding Present,The Complete Peel Sessions,7.1,Nitsuh Abebe,http://pitchfork.com/reviews/albums/10147-the-complete-peel-sessions/
The Crayon Fields,Animal Bells,7.8,Marc Hogan,http://pitchfork.com/reviews/albums/10113-animal-bells/
Idlewild,Make Another World,6.2,Joe Tangari,http://pitchfork.com/reviews/albums/10097-make-another-world/
The Fratellis,Costello Music,5.5,Stuart Berman,http://pitchfork.com/reviews/albums/10105-costello-music/
Prodigy,Return of the Mac,8.5,Tom Breihan,http://pitchfork.com/reviews/albums/10116-return-of-the-mac/
Patti Smith,Twelve,2.7,Joshua Klein,http://pitchfork.com/reviews/albums/10137-twelve/
Killer Mike,Ghetto Extraordinary,7.9,Ian Cohen,http://pitchfork.com/reviews/albums/11087-ghetto-extraordinary/
The Busy Signals,The Busy Signals,7.7,Jason Crock,http://pitchfork.com/reviews/albums/11090-the-busy-signals/
Flowers Forever,Flowers Forever,6.5,Rebecca Raber,http://pitchfork.com/reviews/albums/11105-flowers-forever/
Re-Up Gang,"We Got It for Cheap, Vol. 3",7.6,Ryan Dombal,http://pitchfork.com/reviews/albums/11161-we-got-it-for-cheap-vol-3/
Lightspeed Champion,Falling Off the Lavender Bridge,6.3,Joshua Love,http://pitchfork.com/reviews/albums/11144-falling-off-the-lavender-bridge/
Mahjongg,Kontpab,7.9,Jason Crock,http://pitchfork.com/reviews/albums/11108-kontpab/
Yea Big + Kid Static,Yea Big & Kid Static,6.5,Ian Cohen,http://pitchfork.com/reviews/albums/11097-yea-big-kid-static/
Human Bell,Human Bell,5.5,Grayson Currin,http://pitchfork.com/reviews/albums/11072-human-bell/
British Sea Power,Do You Like Rock Music?,8.2,Stephen M. Deusner,http://pitchfork.com/reviews/albums/11152-do-you-like-rock-music/
The Mae Shi,HLLLYH,8.1,Jason Crock,http://pitchfork.com/reviews/albums/11147-hlllyh/
Samamidon,All Is Well,7.8,Stephen M. Deusner,http://pitchfork.com/reviews/albums/11145-all-is-well/
Ross Johnson,Make It Stop! The Most of Ross Johnson,8.3,Stephen M. Deusner,http://pitchfork.com/reviews/albums/11093-make-it-stop-the-most-of-ross-johnson/
The Weakerthans,Reunion Tour,5.9,Marc Hogan,http://pitchfork.com/reviews/albums/11103-reunion-tour/
Bee Gees,Greatest,8.8,Mark Richardson,http://pitchfork.com/reviews/albums/11153-greatest/
Will Oldham,Wai Notes,6.2,Andrew Gaerig,http://pitchfork.com/reviews/albums/11656-wai-notes-wilding-in-the-west/
Rafter,Sex Death Cassette,7.5,Brian Howe,http://pitchfork.com/reviews/albums/11123-sex-death-cassette/
Vangelis,Blade Runner Trilogy: 25th Anniversary,7.7,Mike Orme,http://pitchfork.com/reviews/albums/11110-blade-runner-trilogy-25th-anniversary/
Yakuza,Transmutations,6.9,Brandon Stosuy,http://pitchfork.com/reviews/albums/11092-transmutations/
Jason Collett,Here's to Being Here,7.4,Brian Howe,http://pitchfork.com/reviews/albums/11141-heres-to-being-here/
Xasthur,Defective Epitaph,6.9,Brandon Stosuy,http://pitchfork.com/reviews/albums/11652-defective-epitaph-a-gate-through-bloodstained-mirrors/
Noisettes,"What's the Time, Mr. Wolf?",5.7,Eric Harvey,http://pitchfork.com/reviews/albums/10107-whats-the-time-mr-wolf/
31Knots,The Days and Nights of Everything Anywhere,4,Grayson Currin,http://pitchfork.com/reviews/albums/10079-the-days-and-nights-of-everything-anywhere/
The Hold Steady,Live at Fingerprints,7.5,Joshua Klein,http://pitchfork.com/reviews/albums/10136-live-at-fingerprints/
CocoRosie,The Adventures of Ghosthorse and Stillborn,2.3,Marc Hogan,http://pitchfork.com/reviews/albums/10122-the-adventures-of-ghosthorse-and-stillborn/
Mice Parade,Mice Parade,6.3,Marc Hogan,http://pitchfork.com/reviews/albums/10115-mice-parade/
Novi Split,Pink in the Sink,5.7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/10093-pink-in-the-sink/
Mika,Life in Cartoon Motion,1.5,Liz Colville,http://pitchfork.com/reviews/albums/10103-life-in-cartoon-motion/
Klaxons,Myths of the Near Future,7.5,Marc Hogan,http://pitchfork.com/reviews/albums/10133-myths-of-the-near-future/
Throbbing Gristle,Part Two: The Endless Not,8.5,Jess Harvell,http://pitchfork.com/reviews/albums/10126-part-two-the-endless-not/
The Comas,Spells,7.4,Adam Moerder,http://pitchfork.com/reviews/albums/10104-spells/
Let's Go Sailing,The Chaos in Order,5.8,Stephen M. Deusner,http://pitchfork.com/reviews/albums/10094-the-chaos-in-order/
Laura Veirs,Saltbreakers,4.7,Rob Mitchum,http://pitchfork.com/reviews/albums/10109-saltbreakers/
Nine Inch Nails,Year Zero,6.7,Ryan Dombal,http://pitchfork.com/reviews/albums/10125-year-zero/
The Bark Haze,Total Joke Era / lp,4.8,Grayson Currin,http://pitchfork.com/reviews/albums/10098-total-joke-era-lp/
Elvis Perkins in Dearland,Ash Wednesday,7,Eric Harvey,http://pitchfork.com/reviews/albums/10092-ash-wednesday/
Lucky Dragons,Widows,6.5,Brandon Stosuy,http://pitchfork.com/reviews/albums/10091-widows/
Radical Face,Ghost,5,Mark Richardson,http://pitchfork.com/reviews/albums/10090-ghost/
Deerhunter,Fluorescent Grey EP,8.8,Marc Hogan,http://pitchfork.com/reviews/albums/10082-fluorescent-grey-ep/
Spank Rock,FabricLive 33,6.9,Zach Baron,http://pitchfork.com/reviews/albums/10106-fabriclive-33/
Burnt Friedman,First Night Forever,7.7,Philip Sherburne,http://pitchfork.com/reviews/albums/11089-first-night-forever/
Barton Carroll,The Lost One,7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/11084-the-lost-one/
The Cake Sale,The Cake Sale,4.8,Joe Tangari,http://pitchfork.com/reviews/albums/11094-the-cake-sale/
They Might Be Giants,Here Come the 123s,5.2,Douglas Wolk,http://pitchfork.com/reviews/albums/11132-here-come-the-123s/
Soulwax,Most of the Remixes...,6.9,Tom Ewing,http://pitchfork.com/reviews/albums/11107-most-of-the-remixes/
Robert Pollard,Superman Was a Rocker,5,Matt LeMay,http://pitchfork.com/reviews/albums/11102-superman-was-a-rocker/
Ed Askew,Little Eyes,6.5,Andrew Gaerig,http://pitchfork.com/reviews/albums/11057-little-eyes/
G&D,The Message Uni Versa,4,Ryan Dombal,http://pitchfork.com/reviews/albums/11073-the-message-uni-versa/
Beck,Odelay: Deluxe Edition,8.5,Ryan Dombal,http://pitchfork.com/reviews/albums/11104-odelay-deluxe-edition/
Tabu Ley Rochereau,The Voice of Lightness,8.3,Mike Powell,http://pitchfork.com/reviews/albums/11650-the-voice-of-lightness-bel-canto/
Dominik Eulberg,Heimische Gefilde,7.2,Andy Battaglia,http://pitchfork.com/reviews/albums/10078-heimische-gefilde/
Lost in the Trees,Time Taunts Me,7.1,Joe Tangari,http://pitchfork.com/reviews/albums/10062-time-taunts-me/
High Priest,Born Identity,4.9,Eric Harvey,http://pitchfork.com/reviews/albums/10058-born-identity/
Bright Eyes,Cassadaga,6,Brian Howe,http://pitchfork.com/reviews/albums/10095-cassadaga/
Brother Ali,The Undisputed Truth,6.6,Sam Chennault,http://pitchfork.com/reviews/albums/10087-the-undisputed-truth/
Good Shoes,Think Before You Speak,7.2,Marc Hogan,http://pitchfork.com/reviews/albums/10051-think-before-you-speak/
Redman,Red Gone Wild,5.5,Tom Breihan,http://pitchfork.com/reviews/albums/10060-red-gone-wild/
The Last Town Chorus,Wire Waltz,6.2,Joshua Klein,http://pitchfork.com/reviews/albums/10057-wire-waltz/
Grinderman,Grinderman,7.7,Joshua Klein,http://pitchfork.com/reviews/albums/10059-grinderman/
The Rosebuds,Night of the Furies,7.7,Eric Harvey,http://pitchfork.com/reviews/albums/10045-night-of-the-furies/
Tinariwen,Aman Iman: Water Is Life,8.1,Joe Tangari,http://pitchfork.com/reviews/albums/10055-aman-iman-water-is-life/
Young Galaxy,Young Galaxy,6.3,Brian Howe,http://pitchfork.com/reviews/albums/10054-young-galaxy/
The Finches,Human Like a House,4.5,Adam Moerder,http://pitchfork.com/reviews/albums/10053-human-like-a-house/
Xiu Xiu,Remixed & Covered,7,Brian Howe,http://pitchfork.com/reviews/albums/10065-remixed-covered/
Kings of Leon,Because of the Times,5.4,Roque Strew,http://pitchfork.com/reviews/albums/10072-because-of-the-times/
Moving Oos,Peace and Love,7.9,Zach Baron,http://pitchfork.com/reviews/albums/10037-peace-and-love/
Young Buck,Buck the World,6.1,Sam Chennault,http://pitchfork.com/reviews/albums/10048-buck-the-world/
Call Me Lightning,Soft Skeletons,5.2,Rob Mitchum,http://pitchfork.com/reviews/albums/10063-soft-skeletons/
Matthew Herbert,Score,6.7,Jess Harvell,http://pitchfork.com/reviews/albums/10071-score/
Maximo Park,Our Earthly Pleasures,6.3,Ryan Dombal,http://pitchfork.com/reviews/albums/10068-our-earthly-pleasures/
Earth,Hibernaculum,7.8,Marc Masters,http://pitchfork.com/reviews/albums/10031-hibernaculum/
The Assemble Head in Sunburst Sound,Ekranoplan,6.6,Matthew Murphy,http://pitchfork.com/reviews/albums/10027-ekranoplan/
Ghost Stories,Quixoticism,6.1,Liz Colville,http://pitchfork.com/reviews/albums/10023-quixoticism/
Fountains of Wayne,Traffic and Weather,3,Matt LeMay,http://pitchfork.com/reviews/albums/10047-traffic-and-weather/
Amy Winehouse,Back to Black,6.4,Joshua Klein,http://pitchfork.com/reviews/albums/10032-back-to-black/
Axolotl,Memory Theatre,7.9,Marc Masters,http://pitchfork.com/reviews/albums/10015-memory-theatre/
Victor Bermon,Arriving at Night,6.4,Brian Howe,http://pitchfork.com/reviews/albums/10026-arriving-at-night/
Madeline,The Slow Bang,6,Stephen M. Deusner,http://pitchfork.com/reviews/albums/10013-the-slow-bang/
J Dilla,Ruff Draft,6.8,Nate Patrin,http://pitchfork.com/reviews/albums/10040-ruff-draft/
The Black Dog,Book of Dogma,7.6,Jess Harvell,http://pitchfork.com/reviews/albums/10038-book-of-dogma/
Times New Viking,Present the Paisley Reich,8.2,Jess Harvell,http://pitchfork.com/reviews/albums/10019-present-the-paisley-reich/
Hotel Alexis,"Goliath, I'm On Your Side",7.5,Chris Dahlen,http://pitchfork.com/reviews/albums/10007-goliath-im-on-your-side/
Aqueduct,Or Give Me Death,5.8,Liz Colville,http://pitchfork.com/reviews/albums/10011-or-give-me-death/
The Field,From Here We Go Sublime,9,Jess Harvell,http://pitchfork.com/reviews/albums/10022-from-here-we-go-sublime/
Brett Anderson,Brett Anderson,2.9,Mark Pytlik,http://pitchfork.com/reviews/albums/10039-brett-anderson/
Palomar,"All Things, Forests",7.4,Brian Howe,http://pitchfork.com/reviews/albums/10004-all-things-forests/
The Zincs,Black Pompadour,5.3,Marc Hogan,http://pitchfork.com/reviews/albums/9910-black-pompadour/
Fulton Lights,Fulton Lights,4.9,Eric Harvey,http://pitchfork.com/reviews/albums/9992-fulton-lights/
Andrew Bird,Armchair Apocrypha,7.7,Joe Tangari,http://pitchfork.com/reviews/albums/10016-armchair-apocrypha/
The Red Crayola,Soldier-Talk,5.3,Douglas Wolk,http://pitchfork.com/reviews/albums/9938-soldier-talk/
Howling Bells,Howling Bells,7.8,Stephen M. Deusner,http://pitchfork.com/reviews/albums/10043-the-howling-bells/
SJ Esau,Wrong-Faced Cat Feed Collapse,4.2,Joe Tangari,http://pitchfork.com/reviews/albums/10042-wrong-faced-cat-feed-collapse/
Stars of the Lid,And Their Refinement of the Decline,8.6,Mark Richardson,http://pitchfork.com/reviews/albums/10064-and-their-refinement-of-the-decline/
The Big Eyes Family Players,Do the Musiking,7.1,Matthew Murphy,http://pitchfork.com/reviews/albums/9010-do-the-musiking/
Mountains,Sewn,6.5,Mark Richardson,http://pitchfork.com/reviews/albums/5691-sewn/
The Howling Hex,1/2/03,6.1,William Bowers,http://pitchfork.com/reviews/albums/4002-1-2-3/
Shooting at Unarmed Men,Yes! Tinnitus!,6.1,Stuart Berman,http://pitchfork.com/reviews/albums/7838-yes-tinnitus/
Liz Durrett,The Mezzanine,5.6,Ryan Dombal,http://pitchfork.com/reviews/albums/2598-the-mezzanine/
Odawas,Raven and the White Night,7.9,Matthew Murphy,http://pitchfork.com/reviews/albums/9985-raven-and-the-white-night/
Svarte Greiner,Knive,7.9,Brandon Stosuy,http://pitchfork.com/reviews/albums/9983-knive/
Múm,The Peel Session EP,6.1,Mark Richardson,http://pitchfork.com/reviews/albums/9999-the-peel-session-ep/
Secret Mommy,Plays,7.3,Brian Howe,http://pitchfork.com/reviews/albums/9989-plays/
El-P,Ill Sleep When Youre Dead,8,Sam Chennault,http://pitchfork.com/reviews/albums/10006-ill-sleep-when-youre-dead/
Panther,Secret Lawns,6.5,Zach Baron,http://pitchfork.com/reviews/albums/9932-secret-lawns/
Bob & Gene,If This World Were Mine...,7.3,Ryan Dombal,http://pitchfork.com/reviews/albums/9973-if-this-world-were-mine/
Wolf & Cub,Vessels,5.2,Eric Harvey,http://pitchfork.com/reviews/albums/9976-vessels/
Low,Drums and Guns,8.1,Jason Crock,http://pitchfork.com/reviews/albums/9991-drums-and-guns/
Pole,Steingarten,8.5,Philip Sherburne,http://pitchfork.com/reviews/albums/10000-steingarten/
Catherine Howe,What a Beautiful Place,7.6,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9979-what-a-beautiful-place/
Rio en Medio,The Bride of Dynamite,5.6,Matthew Murphy,http://pitchfork.com/reviews/albums/9978-the-bride-of-dynamite/
Willy Mason,If the Ocean Gets Rough,3.1,Grayson Currin,http://pitchfork.com/reviews/albums/9970-if-the-ocean-gets-rough/
The Ponys,Turn the Lights Out,7.7,Jason Crock,http://pitchfork.com/reviews/albums/9981-turn-the-lights-out/
Fucked Up,Hidden World,7.5,Jason Crock,http://pitchfork.com/reviews/albums/9982-hidden-world/
WinterKids,Memoirs,6.4,Marc Hogan,http://pitchfork.com/reviews/albums/9964-memoirs/
Tempo No Tempo,The Get Down EP,6,Brian Howe,http://pitchfork.com/reviews/albums/9969-the-get-down-ep/
Neil Young,Live at Massey Hall,8,Rob Mitchum,http://pitchfork.com/reviews/albums/9984-live-at-massey-hall/
Candi Staton,His Hands,5.6,Marc Hogan,http://pitchfork.com/reviews/albums/7742-his-hands/
The Raconteurs,Broken Boy Soldiers,7.3,Rob Mitchum,http://pitchfork.com/reviews/albums/6957-broken-boy-soldiers/
Ladytron,Extended Play,4,Nitsuh Abebe,http://pitchfork.com/reviews/albums/4636-extended-play/
Dirty Pretty Things,Waterloo to Anywhere,7,Adam Moerder,http://pitchfork.com/reviews/albums/2643-waterloo-to-anywhere/
Aereogramme,Seclusion,6.8,David Raposa,http://pitchfork.com/reviews/albums/64-seclusion/
OvO,Miastenia,6.9,Zach Baron,http://pitchfork.com/reviews/albums/6123-miastenia/
Beirut,Gulag Orkestar,7.7,Brandon Stosuy,http://pitchfork.com/reviews/albums/1204-gulag-orkestar/
King Biscuit Time,Black Gold,7.5,Jess Harvell,http://pitchfork.com/reviews/albums/4438-black-gold/
The Durutti Column,Keep Breathing,7.5,Alex Linhardt,http://pitchfork.com/reviews/albums/2490-keep-breathing/
Kimya Dawson,Remember That I Love You,6.8,Mia Lily Clarke,http://pitchfork.com/reviews/albums/2580-remember-that-i-love-you/
Norfolk & Western,A Gilded Age EP,6.7,Jason Crock,http://pitchfork.com/reviews/albums/5891-a-gilded-age-ep/
Danielson Famile,Ships,9.1,Ryan Schreiber,http://pitchfork.com/reviews/albums/2642-ships/
Paul Simon,Surprise,5.1,Marc Hogan,http://pitchfork.com/reviews/albums/7855-surprise/
Centro-matic,Fort Recovery,8.1,William Bowers,http://pitchfork.com/reviews/albums/1379-fort-recovery/
The Pinker Tones,The Million Colour Revolution,7.3,Mark Richardson,http://pitchfork.com/reviews/albums/6597-the-million-colour-revolution/
Cities,Cities,5.9,Jason Crock,http://pitchfork.com/reviews/albums/1836-cities/
Grandaddy,Just Like the Fambly Cat,6.8,Marc Hogan,http://pitchfork.com/reviews/albums/3550-just-like-the-fambly-cat/
Red Hot Chili Peppers,Stadium Arcadium,4.7,Rob Mitchum,http://pitchfork.com/reviews/albums/6710-stadium-arcadium/
Shearwater,Palo Santo,7.6,Jason Crock,http://pitchfork.com/reviews/albums/7105-palo-santo/
Creeper Lagoon,Long Dry Cold,7,Stuart Berman,http://pitchfork.com/reviews/albums/1665-long-dry-cold/
Cheeseburger,Cheeseburger,6.7,Adam Moerder,http://pitchfork.com/reviews/albums/9962-cheeseburger/
The One AM Radio,This Too Will Pass,7.7,Roque Strew,http://pitchfork.com/reviews/albums/9971-this-too-will-pass/
Chris Garneau,Music for Tourists,2.3,Marc Hogan,http://pitchfork.com/reviews/albums/9959-music-for-tourists/
Beck,The Information: Deluxe Edition,7.4,Nate Patrin,http://pitchfork.com/reviews/albums/9980-the-information-deluxe-edition/
The Zombies,"Live at the Bloomsbury Theatre, London",6.7,Eric Harvey,http://pitchfork.com/reviews/albums/9944-live-at-the-bloomsbury-theatre-london/
Uncut,Modern Currencies,7.7,Joe Tangari,http://pitchfork.com/reviews/albums/9920-modern-currencies/
Trans Am,Sex Change,7,Jason Crock,http://pitchfork.com/reviews/albums/9950-sex-change/
Yellow Swans & Birchville Cat Motel,Yellow Swans & Birchville Cat Motel,4.4,Grayson Currin,http://pitchfork.com/reviews/albums/9940-yellow-swans-birchville-cat-motel/
Kaiser Chiefs,"Yours Truly, Angry Mob",5,Eric Harvey,http://pitchfork.com/reviews/albums/9949-yours-truly-angry-mob/
Aesop Rock,All Day,5.9,Jason Crock,http://pitchfork.com/reviews/albums/9933-all-day/
White Rose Movement,Kick,6.8,Adam Moerder,http://pitchfork.com/reviews/albums/8813-kick/
Pearl Jam,Pearl Jam,5.5,David Raposa,http://pitchfork.com/reviews/albums/6210-pearl-jam/
Matthew Dear,Fabric 27,6.2,Jess Harvell,http://pitchfork.com/reviews/albums/487-fabric-27/
Function,The Secret Miracle Fountain,8.2,Mark Richardson,http://pitchfork.com/reviews/albums/3368-the-secret-miracle-fountain/
Black Sabbath,Greatest Hits 1970-1978,6.2,David Raposa,http://pitchfork.com/reviews/albums/775-greatest-hits-1970-1978/
Demolition Doll Rods,There Is a Difference,5.7,Zach Baron,http://pitchfork.com/reviews/albums/2275-there-is-a-difference/
Tool,"10,000 Days",5.9,Jess Harvell,http://pitchfork.com/reviews/albums/8105-10000-days/
Final Fantasy,He Poos Clouds,8,Nitsuh Abebe,http://pitchfork.com/reviews/albums/3333-he-poos-clouds/
Bob Drake,What Day Is It?,8.6,Dominique Leone,http://pitchfork.com/reviews/albums/2443-what-day-is-it/
Ex-Boyfriends,Dear John,7,Cory D. Byrom,http://pitchfork.com/reviews/albums/2942-dear-john/
Lifetime,Somewhere in the Swamps of Jersey,7.4,Brandon Stosuy,http://pitchfork.com/reviews/albums/4781-somewhere-in-the-swamps-of-jersey/
Neil Young,Living With War,7.6,Rob Mitchum,http://pitchfork.com/reviews/albums/8856-living-with-war/
Ministry,Rio Grande Blood,6.4,Cory D. Byrom,http://pitchfork.com/reviews/albums/5311-rio-grande-blood/
Birchville Cat Motel,Our Love Will Destroy the World,7.7,Matthew Murphy,http://pitchfork.com/reviews/albums/1203-our-love-will-destroy-the-world/
Milosh,Meme,7,Michael Idov,http://pitchfork.com/reviews/albums/5690-meme/
Röyksopp,Röyksopp's Night Out,6.2,Marc Hogan,http://pitchfork.com/reviews/albums/6863-royksopps-night-out/
Daniel Johnston,Welcome to My World,7.7,Nitsuh Abebe,http://pitchfork.com/reviews/albums/11766-welcome-to-my-world-lost-and-found/
Mott the Hoople,All the Young Dudes,7.8,Joe Tangari,http://pitchfork.com/reviews/albums/11786-all-the-young-dudes-mott/
Yellow Swans,Psychic Secession,7.5,Zach Baron,http://pitchfork.com/reviews/albums/8912-psychic-secession/
Luscious Jackson,Greatest Hits,5.8,Mark Richardson,http://pitchfork.com/reviews/albums/9931-greatest-hits/
M. Ward,To Go Home,5.7,Joshua Klein,http://pitchfork.com/reviews/albums/9930-to-go-home/
Black Lips,Los Valientes del Mundo Nuevo,7.8,Jason Crock,http://pitchfork.com/reviews/albums/9939-los-valientes-del-mundo-nuevo/
Johnny Cash,Ultimate Gospel,6.3,Joshua Klein,http://pitchfork.com/reviews/albums/9934-ultimate-gospel/
Gui Boratto,Chromophobia,8.3,Andy Battaglia,http://pitchfork.com/reviews/albums/9929-chromophobia/
Do Make Say Think,"You, You're a History in Rust",7.8,Brian Howe,http://pitchfork.com/reviews/albums/9935-you-youre-a-history-in-rust/
Lavender Diamond,The Cavalry of Light EP,7.7,Liz Colville,http://pitchfork.com/reviews/albums/9915-the-cavalry-of-light-ep/
White Flight,White Flight,5.5,Matt LeMay,http://pitchfork.com/reviews/albums/9789-white-flight/
The Early Years,The Early Years,6.4,Adam Moerder,http://pitchfork.com/reviews/albums/9913-the-early-years/
Ignatz,II,7.6,Matthew Murphy,http://pitchfork.com/reviews/albums/9918-ii/
Thomas Brinkmann,Klick Revolution,7.8,Philip Sherburne,http://pitchfork.com/reviews/albums/9904-klick-revolution/
Benevento/Russo Duo,Play Pause Stop,7.6,Grayson Currin,http://pitchfork.com/reviews/albums/9901-play-pause-stop/
L. Pierre,Dip,5.9,Joe Tangari,http://pitchfork.com/reviews/albums/9903-dip/
The Capstan Shafts,Euridice Proudhon,8.2,Matt LeMay,http://pitchfork.com/reviews/albums/11899-euridice-proudhon-the-megafauna-undermined-her-versus-the-sad-cold-eventually/
Richard Swift,Dressed Up for the Letdown,7.5,Eric Harvey,http://pitchfork.com/reviews/albums/9905-dressed-up-for-the-letdown/
Dredd Foole,Daze on the Mounts,7.2,Grayson Currin,http://pitchfork.com/reviews/albums/9902-daze-on-the-mounts/
Gotye,Like Drawing Blood,6.8,Joe Tangari,http://pitchfork.com/reviews/albums/9896-like-drawing-blood/
Marnie Stern,In Advance of the Broken Arm,7.7,Brandon Stosuy,http://pitchfork.com/reviews/albums/9919-in-advance-of-the-broken-arm/
Madonna,The Confessions Tour,4.2,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9937-the-confessions-tour/
E-40,My Ghetto Report Card,5.6,Tom Breihan,http://pitchfork.com/reviews/albums/2941-my-ghetto-report-card/
Yo La Tengo,Yo La Tengo Is Murdering the Classics,4.1,Joe Tangari,http://pitchfork.com/reviews/albums/8873-yo-la-tengo-is-murdering-the-classics/
Rainer Maria,Catastrophe Keeps Us Together,4.8,Rob Mitchum,http://pitchfork.com/reviews/albums/6672-catastrophe-keeps-us-together/
Facedowninshit,Nothing Positive Only Negative,7,Zach Baron,http://pitchfork.com/reviews/albums/3365-nothing-positive-only-negative/
Rye Coalition,Curses,4,Jason Crock,http://pitchfork.com/reviews/albums/6885-curses/
The Fiery Furnaces,Bitter Tea,7.6,Mark Richardson,http://pitchfork.com/reviews/albums/3275-bitter-tea/
Drive-By Truckers,A Blessing and a Curse,7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/2512-a-blessing-and-a-curse/
Larsen,SeieS,7,Brian Howe,http://pitchfork.com/reviews/albums/4693-seies/
Juggaknots,Use Your Confusion,7.6,Nate Patrin,http://pitchfork.com/reviews/albums/9875-use-your-confusion/
Clouds,Legendary Demo,7.5,D. Shawn Bosler,http://pitchfork.com/reviews/albums/9878-legendary-demo/
Julie Doiron,Woke Myself Up,6.5,Matthew Murphy,http://pitchfork.com/reviews/albums/9880-woke-myself-up/
Tim Hecker,Radio Amor,8.3,Mark Richardson,http://pitchfork.com/reviews/albums/9890-radio-amor/
Women and Children,"Paralyzed Dance, Tonight",7.2,Joe Tangari,http://pitchfork.com/reviews/albums/9877-paralyzed-dance-tonight/
Six Parts Seven,Casually Smashed to Pieces,6.8,Jason Crock,http://pitchfork.com/reviews/albums/9869-casually-smashed-to-pieces/
Kristin Hersh,Learn to Sing Like a Star,6.2,Tom Breihan,http://pitchfork.com/reviews/albums/9876-learn-to-sing-like-a-star/
Studio,Yearbook 1,8.3,Mark Richardson,http://pitchfork.com/reviews/albums/9898-yearbook-1/
Cyann & Ben,Sweet Beliefs,7.3,Joe Tangari,http://pitchfork.com/reviews/albums/9862-sweet-beliefs/
Carlos Giffoni,Arrogance,7.6,Zach Baron,http://pitchfork.com/reviews/albums/9867-arrogance/
The Bird and the Bee,The Bird and the Bee,6,Rob Mitchum,http://pitchfork.com/reviews/albums/9868-the-bird-and-the-bee/
Soft Circle,Full Bloom,8.2,Jess Harvell,http://pitchfork.com/reviews/albums/9895-full-bloom/
The Postmarks,The Postmarks,7.9,Marc Hogan,http://pitchfork.com/reviews/albums/9874-the-postmarks/
The Faces,The Definitive Rock Collection,7.5,Joshua Klein,http://pitchfork.com/reviews/albums/9846-the-definitive-rock-collection/
Lifetime,Lifetime,7.9,Brandon Stosuy,http://pitchfork.com/reviews/albums/9879-lifetime/
The Seconds,Kratitude,7,Mia Lily Clarke,http://pitchfork.com/reviews/albums/7853-kratitude/
The Flaming Lips,20 Years of Weird: Flaming Lips 1986-2006,6,Matt LeMay,http://pitchfork.com/reviews/albums/3088-20-years-of-weird-flaming-lips-1986-2006/
Maritime,"We, the Vehicles",7.8,Brian Howe,http://pitchfork.com/reviews/albums/5591-we-the-vehicles/
James F!@.$%^ Friedman,Go Commando With,7.6,Rob Mitchum,http://pitchfork.com/reviews/albums/3366-go-commando-with/
Josh Rouse,Subtítulo,3.7,Marc Hogan,http://pitchfork.com/reviews/albums/6844-subtitulo/
Avail,Dixie,7.8,Zach Baron,http://pitchfork.com/reviews/albums/11647-dixie-4am-friday-over-the-james/
Lambchop,The Decline of the Country and Western Civilization (1993-99),7.2,Stephen M. Deusner,http://pitchfork.com/reviews/albums/11772-the-decline-of-the-country-and-western-civilization-1993-99-volume-ii-the-woodwind-years/
Euros Childs,Chops,5.9,Joe Tangari,http://pitchfork.com/reviews/albums/8974-chops/
Wilderness,Vessel States,7.5,Brian Howe,http://pitchfork.com/reviews/albums/8790-vessel-states/
Aloha,Some Echoes,8,Chris Dahlen,http://pitchfork.com/reviews/albums/130-some-echoes/
Jimmy Edgar,Color Strip,7.2,Mark Richardson,http://pitchfork.com/reviews/albums/2940-color-strip/
